state;account_length;area_code;international_plan;voice_mail_plan;number_vmail_messages;total_day_minutes;total_day_calls;total_day_charge;total_eve_minutes;total_eve_calls;total_eve_charge;total_night_minutes;total_night_calls;total_night_charge;total_intl_minutes;total_intl_calls;total_intl_charge;number_customer_service_calls;churn
FL;87;area_code_415;no;no;0;176,6;83;30,0;221,6;101;18,8;185,3;89;8,3;9,4;1;2,5;0;no
ID;164;area_code_408;yes;yes;28;156,1;98;26,5;209,9;140;17,8;190,0;69;8,6;11,4;4;3,1;0;no
CO;109;area_code_510;no;no;0;150,6;106;25,6;147,4;108;12,5;173,2;109;7,8;9,5;5;2,6;1;no
PA;59;area_code_510;no;no;0;189,1;141;32,2;198,2;113;16,9;280,2;103;12,6;2,2;7;0,6;1;no
KY;124;area_code_408;no;no;0;156,9;74;26,7;195,8;82;16,6;181,0;99;8,2;8,8;2;2,4;1;no
ID;73;area_code_408;no;no;0;67,0;76;11,4;223,0;154;19,0;236,5;151;10,6;11,2;2;3,0;1;no
AK;94;area_code_415;no;no;0;261,3;89;44,4;152,4;139;13,0;120,2;124;5,4;10,5;2;2,8;0;no
AL;80;area_code_415;no;no;0;135,1;92;23,0;185,0;103;15,7;147,1;74;6,6;14,7;5;4,0;3;no
SC;101;area_code_415;yes;no;0;92,1;109;15,7;163,0;83;13,9;133,3;102;6,0;9,7;11;2,6;2;no
MN;115;area_code_408;no;no;0;173,5;121;29,5;168,3;100;14,3;138,3;105;6,2;7,8;5;2,1;1;no
KS;100;area_code_415;yes;no;0;156,3;82;26,6;259,4;91;22,1;143,7;93;6,5;8,3;7;2,2;5;no
MA;85;area_code_415;no;no;0;274,7;79;46,7;119,4;122;10,2;296,9;74;13,4;9,4;10;2,5;1;no
KY;110;area_code_408;no;no;0;244,7;84;41,6;106,4;95;9,0;194,9;61;8,8;10,5;1;2,8;2;yes
WI;92;area_code_408;yes;no;0;183,6;96;31,2;149,7;55;12,7;135,2;71;6,1;11,8;4;3,2;0;no
MI;102;area_code_408;no;no;0;167,1;80;28,4;222,9;94;19,0;179,9;103;8,1;11,6;3;3,1;5;no
NV;134;area_code_408;no;no;0;177,1;120;30,1;218,1;123;18,5;183,8;93;8,3;12,7;5;3,4;3;no
DC;96;area_code_415;no;no;0;217,8;120;37,0;139,6;109;11,9;227,7;111;10,3;11,6;3;3,1;0;no
NE;42;area_code_510;no;no;0;143,7;96;24,4;221,0;98;18,8;108,9;94;4,9;8,6;1;2,3;2;no
OR;175;area_code_415;no;no;0;185,0;104;31,5;325,8;86;27,7;85,4;105;3,8;14,6;2;3,9;1;no
OR;136;area_code_415;no;yes;23;235,6;65;40,1;177,7;81;15,1;138,7;105;6,2;11,3;5;3,1;1;no
AR;32;area_code_415;yes;no;0;265,5;75;45,1;119,7;77;10,2;169,9;128;7,7;14,8;6;4,0;2;yes
UT;101;area_code_415;no;no;0;332,1;91;56,5;151,0;123;12,8;277,8;99;12,5;11,3;3;3,1;1;yes
AZ;132;area_code_408;yes;yes;21;223,4;89;38,0;193,2;105;16,4;226,2;85;10,2;7,7;5;2,1;3;no
ME;120;area_code_510;no;no;0;163,6;109;27,8;237,3;95;20,2;186,2;141;8,4;12,3;5;3,3;0;no
MT;122;area_code_510;no;no;0;190,0;125;32,3;141,5;77;12,0;216,8;68;9,8;15,9;3;4,3;3;no
OK;52;area_code_510;no;no;0;153,7;100;26,1;174,2;139;14,8;242,3;53;10,9;14,1;3;3,8;1;no
VT;182;area_code_415;no;no;0;160,3;87;27,3;229,9;101;19,5;185,3;96;8,3;8,7;11;2,4;2;no
ID;130;area_code_510;no;no;0;140,9;68;24,0;217,5;109;18,5;123,6;96;5,6;13,6;4;3,7;3;no
SC;106;area_code_510;no;no;0;168,4;85;28,6;123,3;95;10,5;162,5;83;7,3;4,6;4;1,2;3;no
MA;150;area_code_408;no;no;0;150,9;92;25,7;191,0;106;16,2;223,6;107;10,1;8,3;4;2,2;5;yes
OK;94;area_code_415;no;no;0;255,1;96;43,4;276,9;67;23,5;226,5;74;10,2;10,6;2;2,9;0;yes
CO;89;area_code_415;no;no;0;94,5;107;16,1;191,8;85;16,3;196,2;131;8,8;15,0;5;4,1;1;no
WA;45;area_code_415;no;no;0;135,0;116;23,0;159,0;108;13,5;170,3;130;7,7;11,1;15;3,0;1;no
KS;74;area_code_408;no;no;0;286,9;113;48,8;260,8;121;22,2;137,1;94;6,2;12,6;6;3,4;0;yes
GA;158;area_code_415;no;no;0;165,4;70;28,1;280,1;104;23,8;121,8;106;5,5;10,4;9;2,8;1;no
AL;76;area_code_415;no;no;0;222,0;99;37,7;215,9;122;18,4;204,1;131;9,2;8,2;5;2,2;3;yes
KY;102;area_code_415;yes;no;0;209,8;85;35,7;165,7;100;14,1;230,1;92;10,4;8,7;6;2,4;0;no
LA;4;area_code_408;no;yes;31;158,3;99;26,9;164,2;98;14,0;192,7;108;8,7;12,5;3;3,4;2;no
MN;161;area_code_408;no;no;0;252,3;120;42,9;243,8;98;20,7;284,4;96;12,8;9,2;2;2,5;1;yes
WV;116;area_code_415;no;no;0;255,5;93;43,4;224,4;122;19,1;317,3;85;14,3;12,7;4;3,4;1;yes
WY;86;area_code_415;no;no;0;227,9;105;38,7;218,7;118;18,6;223,2;120;10,0;14,2;5;3,8;3;no
NE;39;area_code_510;no;no;0;185,0;113;31,5;106,5;125;9,1;167,3;78;7,5;12,0;2;3,2;0;no
MI;57;area_code_415;no;no;0;140,0;100;23,8;174,7;102;14,9;258,5;111;11,6;13,3;4;3,6;1;no
NH;138;area_code_415;no;no;0;157,5;96;26,8;271,7;107;23,1;138,2;84;6,2;10,7;6;2,9;2;no
AK;98;area_code_415;no;no;0;237,5;130;40,4;213,2;85;18,1;194,1;107;8,7;10,1;3;2,7;0;no
AZ;145;area_code_415;no;yes;10;190,7;100;32,4;177,7;114;15,1;167,3;100;7,5;12,8;2;3,5;0;no
NV;77;area_code_415;no;no;0;215,5;81;36,6;170,9;100;14,5;170,3;59;7,7;10,3;3;2,8;1;no
WV;99;area_code_408;no;yes;12;119,9;83;20,4;237,7;98;20,2;187,6;159;8,4;16,6;2;4,5;1;no
VT;106;area_code_510;yes;no;0;196,7;100;33,4;210,2;109;17,9;173,8;83;7,8;7,8;1;2,1;4;yes
OK;32;area_code_510;no;no;0;230,7;122;39,2;204,7;134;17,4;142,0;86;6,4;8,7;3;2,4;2;no
OR;174;area_code_415;no;no;0;222,3;102;37,8;173,8;123;14,8;297,2;97;13,4;5,7;2;1,5;0;yes
NY;98;area_code_510;no;no;0;198,6;92;33,8;349,4;99;29,7;221,7;83;10,0;7,3;6;2,0;2;yes
ME;42;area_code_510;no;no;0;139,4;109;23,7;223,8;121;19,0;244,9;105;11,0;4,6;3;1,2;1;no
VA;99;area_code_408;no;no;0;130,4;121;22,2;219,9;103;18,7;84,1;85;3,8;9,8;3;2,7;2;no
NY;119;area_code_408;no;no;0;153,2;131;26,0;116,6;85;9,9;218,5;74;9,8;10,1;5;2,7;1;no
MD;47;area_code_415;yes;no;0;177,1;104;30,1;217,4;97;18,5;191,8;131;8,6;9,7;5;2,6;2;no
GA;77;area_code_415;no;no;0;134,5;119;22,9;119,7;104;10,2;250,7;112;11,3;9,3;5;2,5;0;no
WY;39;area_code_510;no;yes;38;201,8;66;34,3;200,1;87;17,0;173,7;112;7,8;9,5;3;2,6;0;no
WV;193;area_code_415;no;no;0;180,5;114;30,7;117,9;80;10,0;192,9;97;8,7;10,2;4;2,8;2;no
OH;103;area_code_415;no;yes;40;164,5;95;28,0;228,7;82;19,4;194,7;97;8,8;7,4;1;2,0;4;no
AK;36;area_code_415;yes;yes;19;171,9;96;29,2;198,4;111;16,9;321,7;76;14,5;10,5;1;2,8;1;yes
IL;87;area_code_415;no;no;0;221,4;69;37,6;195,2;53;16,6;120,6;91;5,4;13,7;4;3,7;1;no
RI;1;area_code_510;no;no;0;241,5;114;41,1;195,2;94;16,6;201,6;93;9,1;14,1;3;3,8;3;no
WY;62;area_code_415;no;no;0;116,5;77;19,8;186,1;111;15,8;180,6;72;8,1;16,1;2;4,4;3;no
WA;112;area_code_415;no;no;0;158,1;107;26,9;181,5;101;15,4;200,3;126;9,0;8,3;7;2,2;1;no
CO;82;area_code_408;no;no;0;121,6;81;20,7;191,3;109;16,3;231,4;81;10,4;8,6;5;2,3;3;no
AL;55;area_code_415;no;yes;28;222,5;134;37,8;177,8;106;15,1;194,6;90;8,8;9,7;4;2,6;2;no
IA;82;area_code_510;no;yes;23;123,7;93;21,0;139,1;74;11,8;174,5;118;7,9;10,6;2;2,9;1;no
OH;69;area_code_415;no;no;0;244,8;76;41,6;77,2;100;6,6;222,8;102;10,0;10,0;3;2,7;0;no
HI;87;area_code_510;no;no;0;297,4;63;50,6;118,4;108;10,1;242,3;72;10,9;11,0;2;3,0;2;yes
WV;63;area_code_415;no;no;0;147,8;95;25,1;201,4;72;17,1;154,9;118;7,0;8,6;8;2,3;1;no
ID;68;area_code_415;no;no;0;186,5;108;31,7;190,2;107;16,2;187,8;103;8,5;11,0;5;3,0;1;no
TX;119;area_code_510;no;no;0;107,2;100;18,2;221,1;100;18,8;212,6;96;9,6;8,3;3;2,2;2;no
ID;43;area_code_415;no;yes;36;93,1;68;15,8;246,1;83;20,9;94,9;109;4,3;8,7;8;2,4;1;no
CA;136;area_code_510;no;no;0;132,4;110;22,5;254,1;81;21,6;176,5;100;7,9;13,0;6;3,5;2;no
OR;149;area_code_415;no;no;0;114,5;103;19,5;228,8;100;19,5;135,8;74;6,1;10,7;3;2,9;0;no
NY;77;area_code_415;no;no;0;184,7;130;31,4;194,0;105;16,5;249,1;91;11,2;9,0;4;2,4;1;no
MI;110;area_code_415;no;no;0;94,1;127;16,0;283,0;97;24,1;168,7;69;7,6;10,3;6;2,8;2;no
WA;70;area_code_415;no;no;0;229,3;110;39,0;118,2;89;10,1;155,0;105;7,0;7,9;4;2,1;1;no
VT;155;area_code_510;no;no;0;223,8;109;38,1;233,4;68;19,8;201,6;111;9,1;8,8;8;2,4;1;no
DC;151;area_code_415;no;yes;27;154,4;141;26,3;210,6;109;17,9;167,9;109;7,6;7,8;3;2,1;3;no
TX;125;area_code_415;no;no;0;190,2;107;32,3;209,2;75;17,8;102,1;136;4,6;14,2;5;3,8;4;yes
NJ;83;area_code_415;no;no;0;167,0;120;28,4;209,1;102;17,8;131,0;107;5,9;8,6;2;2,3;1;no
ND;94;area_code_510;no;no;0;154,8;113;26,3;261,8;121;22,3;213,0;81;9,6;11,6;5;3,1;0;no
CO;11;area_code_415;no;yes;36;293,4;122;49,9;174,1;91;14,8;212,0;50;9,5;6,9;6;1,9;1;no
CO;92;area_code_415;no;no;0;160,5;113;27,3;287,3;134;24,4;212,6;93;9,6;8,2;3;2,2;3;no
GA;70;area_code_415;no;yes;20;230,2;110;39,1;177,5;111;15,1;206,3;38;9,3;11,9;2;3,2;0;no
UT;82;area_code_510;no;no;0;191,9;95;32,6;116,7;105;9,9;202,6;113;9,1;8,2;5;2,2;0;no
CO;65;area_code_408;no;no;0;131,5;119;22,4;222,3;119;18,9;155,3;83;7,0;11,1;7;3,0;1;no
AZ;102;area_code_510;no;no;0;171,6;116;29,2;219,4;111;18,7;242,1;85;10,9;12,1;4;3,3;0;yes
CT;78;area_code_408;no;no;0;157,3;61;26,7;242,0;119;20,6;196,0;107;8,8;10,6;1;2,9;1;no
NM;77;area_code_408;yes;no;0;192,7;82;32,8;198,0;91;16,8;204,2;95;9,2;9,0;6;2,4;1;no
ME;58;area_code_415;no;yes;29;239,6;84;40,7;182,1;80;15,5;118,3;100;5,3;11,0;3;3,0;2;no
CT;38;area_code_510;no;no;0;96,9;110;16,5;241,4;75;20,5;141,0;69;6,4;10,8;3;2,9;0;no
MO;87;area_code_408;no;no;0;129,5;104;22,0;194,0;133;16,5;287,9;65;13,0;7,2;7;1,9;2;no
WY;72;area_code_510;yes;no;0;274,0;75;46,6;162,8;110;13,8;110,0;121;5,0;7,7;3;2,1;4;no
DC;69;area_code_415;no;no;0;111,7;86;19,0;187,5;68;15,9;194,8;128;8,8;11,6;10;3,1;2;no
RI;85;area_code_408;no;no;0;142,7;82;24,3;179,1;106;15,2;141,4;88;6,4;5,0;8;1,4;3;no
VA;176;area_code_415;no;no;0;216,7;91;36,8;233,9;104;19,9;231,1;110;10,4;9,0;4;2,4;1;no
MA;133;area_code_415;no;no;0;207,1;106;35,2;283,5;124;24,1;65,2;107;2,9;10,5;2;2,8;3;no
MT;146;area_code_415;no;no;0;214,8;86;36,5;230,9;94;19,6;223,8;100;10,1;5,8;3;1,6;3;no
WA;31;area_code_415;no;no;0;142,9;67;24,3;109,7;72;9,3;293,6;112;13,2;11,5;6;3,1;0;no
TN;78;area_code_415;yes;no;0;71,5;126;12,2;166,8;127;14,2;211,6;86;9,5;8,3;2;2,2;3;yes
ND;118;area_code_415;no;no;0;77,6;113;13,2;126,9;75;10,8;191,0;79;8,6;14,9;4;4,0;1;no
ME;119;area_code_510;no;no;0;73,7;66;12,5;160,5;132;13,6;214,2;67;9,6;13,0;6;3,5;3;no
CO;141;area_code_408;no;no;0;264,3;90;44,9;216,4;101;18,4;208,8;72;9,4;9,6;3;2,6;0;yes
DC;150;area_code_510;yes;no;0;114,8;156;19,5;135,3;78;11,5;218,4;98;9,8;15,6;4;4,2;1;yes
UT;76;area_code_415;no;no;0;212,5;124;36,1;215,5;110;18,3;128,0;94;5,8;5,2;9;1,4;3;no
ID;159;area_code_510;no;yes;36;288,2;120;49,0;227,1;105;19,3;198,2;113;8,9;13,3;7;3,6;1;no
UT;66;area_code_415;no;no;0;192,4;98;32,7;187,0;93;15,9;132,9;82;6,0;11,2;1;3,0;0;no
MD;139;area_code_415;no;no;0;102,2;76;17,4;230,0;106;19,6;183,4;136;8,3;10,8;4;2,9;1;no
VT;122;area_code_415;yes;no;0;49,5;114;8,4;214,1;98;18,2;154,9;120;7,0;10,0;4;2,7;0;no
FL;91;area_code_415;no;no;0;153,2;70;26,0;231,7;91;19,7;115,1;80;5,2;9,8;3;2,7;4;yes
NH;131;area_code_415;no;no;0;55,5;79;9,4;163,5;104;13,9;128,1;59;5,8;10,1;4;2,7;1;no
IL;135;area_code_415;no;no;0;247,2;61;42,0;168,7;122;14,3;169,8;100;7,6;6,6;1;1,8;0;no
KS;129;area_code_415;no;no;0;220,2;117;37,4;261,1;102;22,2;165,9;132;7,5;10,8;1;2,9;2;no
WV;85;area_code_415;no;no;0;116,9;75;19,9;183,3;109;15,6;307,4;119;13,8;10,0;8;2,7;2;no
ID;125;area_code_408;no;no;0;175,9;98;29,9;192,8;148;16,4;278,2;110;12,5;10,6;5;2,9;0;no
ME;67;area_code_415;no;no;0;208,0;95;35,4;234,8;81;20,0;266,0;80;12,0;11,7;6;3,2;3;no
MA;61;area_code_415;no;yes;28;239,9;110;40,8;218,9;87;18,6;166,0;46;7,5;12,1;4;3,3;1;no
OR;135;area_code_408;yes;no;0;174,8;112;29,7;218,0;125;18,5;180,1;102;8,1;12,7;6;3,4;3;no
WV;43;area_code_510;no;yes;26;141,5;94;24,1;196,4;123;16,7;172,4;100;7,8;12,9;1;3,5;3;no
MO;120;area_code_415;no;no;0;79,2;123;13,5;212,1;106;18,0;224,6;104;10,1;10,2;4;2,8;3;no
WY;62;area_code_415;no;no;0;238,9;102;40,6;161,4;115;13,7;248,5;103;11,2;13,4;4;3,6;0;no
WV;160;area_code_408;no;yes;37;179,8;104;30,6;144,8;115;12,3;209,1;89;9,4;11,1;8;3,0;3;no
UT;67;area_code_510;no;no;0;225,9;78;38,4;243,1;83;20,7;84,1;94;3,8;13,5;2;3,7;2;yes
KY;98;area_code_415;no;no;0;189,8;113;32,3;271,5;111;23,1;218,9;96;9,9;13,0;5;3,5;1;no
OK;103;area_code_510;no;no;0;267,0;97;45,4;204,3;151;17,4;246,9;67;11,1;11,3;7;3,1;1;yes
TN;121;area_code_415;no;no;0;217,3;79;36,9;218,0;106;18,5;166,5;69;7,5;11,5;7;3,1;1;no
GA;111;area_code_415;no;no;0;129,1;92;22,0;148,9;132;12,7;264,0;103;11,9;16,8;7;4,5;2;no
NE;127;area_code_408;no;no;0;135,5;110;23,0;146,0;116;12,4;208,0;88;9,4;10,7;4;2,9;2;no
WA;65;area_code_510;no;no;0;183,4;63;31,2;183,6;80;15,6;153,5;83;6,9;10,7;4;2,9;4;yes
MO;86;area_code_510;no;no;0;223,0;109;37,9;286,2;76;24,3;257,8;132;11,6;7,5;7;2,0;3;yes
ME;119;area_code_510;no;no;0;140,0;135;23,8;138,9;103;11,8;230,2;121;10,4;6,1;6;1,7;0;no
WI;113;area_code_415;no;no;0;126,0;90;21,4;205,8;92;17,5;217,0;121;9,8;12,8;1;3,5;0;no
NC;126;area_code_415;no;no;0;228,2;68;38,8;170,2;102;14,5;168,9;72;7,6;10,2;6;2,8;1;no
OK;103;area_code_415;no;no;0;278,4;121;47,3;252,2;139;21,4;202,3;96;9,1;13,7;1;3,7;1;yes
MA;104;area_code_415;no;no;0;285,3;75;48,5;130,8;111;11,1;181,8;99;8,2;10,5;2;2,8;2;no
MN;56;area_code_415;no;no;0;222,9;100;37,9;145,2;110;12,3;170,6;129;7,7;5,6;8;1,5;1;no
ND;56;area_code_510;no;yes;37;153,7;97;26,1;271,4;91;23,1;179,0;121;8,1;8,3;2;2,2;1;no
AZ;155;area_code_415;yes;no;0;176,1;88;29,9;244,5;84;20,8;189,9;99;8,6;11,2;1;3,0;2;yes
SC;100;area_code_408;no;yes;41;306,9;71;52,2;243,3;72;20,7;125,9;114;5,7;10,5;4;2,8;2;no
ME;113;area_code_408;no;no;0;203,4;85;34,6;219,8;140;18,7;240,0;107;10,8;8,3;5;2,2;1;no
MO;103;area_code_415;no;yes;37;230,7;112;39,2;319,4;116;27,2;299,4;77;13,5;7,9;3;2,1;2;no
NJ;160;area_code_415;no;no;0;118,9;106;20,2;163,5;75;13,9;195,0;131;8,8;13,1;4;3,5;0;no
WY;142;area_code_408;no;yes;34;219,5;85;37,3;144,0;120;12,2;258,2;84;11,6;7,0;3;1,9;1;no
OK;73;area_code_415;yes;yes;34;252,9;103;43,0;220,1;79;18,7;144,9;65;6,5;11,4;3;3,1;0;no
PA;135;area_code_415;no;yes;46;172,6;77;29,3;203,4;102;17,3;264,2;108;11,9;10,4;2;2,8;1;no
NM;29;area_code_415;no;no;0;262,0;112;44,5;82,7;60;7,0;195,1;120;8,8;10,7;5;2,9;1;no
FL;158;area_code_415;no;no;0;123,3;115;21,0;130,4;91;11,1;243,7;119;11,0;11,2;3;3,0;3;no
NV;104;area_code_415;no;no;0;210,9;90;35,9;272,2;101;23,1;304,3;86;13,7;10,6;5;2,9;3;yes
SD;74;area_code_510;no;no;0;143,7;97;24,4;229,6;110;19,5;98,8;100;4,5;11,8;5;3,2;1;no
OR;28;area_code_415;no;no;0;171,2;90;29,1;173,9;65;14,8;210,5;139;9,5;14,0;4;3,8;2;no
TN;45;area_code_415;yes;no;0;189,6;96;32,2;171,7;69;14,6;222,0;102;10,0;13,9;7;3,8;1;yes
VA;60;area_code_415;no;no;0;229,5;91;39,0;157,7;67;13,4;162,4;76;7,3;13,2;3;3,6;2;no
ME;173;area_code_408;no;no;0;128,6;108;21,9;248,3;92;21,1;130,1;115;5,9;10,4;2;2,8;4;yes
FL;152;area_code_408;no;yes;26;214,8;82;36,5;226,7;135;19,3;206,7;97;9,3;7,6;11;2,1;1;no
RI;140;area_code_510;no;no;0;187,1;110;31,8;158,0;70;13,4;211,4;123;9,5;8,5;2;2,3;2;no
DC;94;area_code_415;no;yes;31;209,3;90;35,6;281,7;111;23,9;190,1;66;8,6;7,9;5;2,1;0;no
AR;88;area_code_415;no;no;0;141,7;102;24,1;226,2;125;19,2;100,1;93;4,5;11,9;8;3,2;0;no
OR;170;area_code_408;no;yes;22;173,6;66;29,5;142,2;83;12,1;156,5;93;7,0;5,2;3;1,4;1;no
SD;57;area_code_510;no;no;0;176,9;75;30,1;204,2;86;17,4;254,1;90;11,4;6,1;4;1,7;1;no
NC;102;area_code_408;no;yes;27;109,8;66;18,7;207,3;76;17,6;236,9;101;10,7;10,3;7;2,8;0;no
OH;49;area_code_408;no;no;0;202,3;105;34,4;195,4;131;16,6;190,1;88;8,6;9,0;2;2,4;3;yes
IN;195;area_code_415;no;no;0;221,6;109;37,7;126,2;94;10,7;212,2;98;9,6;6,4;2;1,7;0;no
MT;64;area_code_415;no;no;0;131,3;105;22,3;109,4;114;9,3;246,2;125;11,1;12,7;4;3,4;4;yes
SC;105;area_code_408;yes;no;0;274,0;156;46,6;263,0;69;22,4;195,9;93;8,8;11,3;3;3,1;3;yes
OR;81;area_code_415;no;yes;33;200,3;103;34,1;216,9;96;18,4;249,8;100;11,2;15,5;4;4,2;1;no
GA;63;area_code_408;no;no;0;204,0;119;34,7;161,7;90;13,7;202,6;113;9,1;9,4;4;2,5;3;no
MI;126;area_code_415;no;no;0;193,1;114;32,8;75,5;61;6,4;186,2;73;8,4;11,1;1;3,0;3;no
OR;153;area_code_415;no;no;0;202,2;132;34,4;158,9;78;13,5;111,4;98;5,0;8,6;4;2,3;2;no
OR;67;area_code_415;no;no;0;245,1;118;41,7;185,2;94;15,7;193,6;112;8,7;8,1;3;2,2;3;no
MA;65;area_code_408;no;no;0;158,3;71;26,9;168,3;119;14,3;139,9;119;6,3;6,6;6;1,8;2;no
IA;21;area_code_408;no;no;0;138,1;79;23,5;186,9;75;15,9;194,2;105;8,7;12,1;1;3,3;0;no
VA;72;area_code_510;no;no;0;212,7;92;36,2;306,4;100;26,0;140,3;90;6,3;12,9;6;3,5;0;no
WV;176;area_code_510;no;no;0;304,2;111;51,7;306,6;64;26,1;207,9;98;9,4;9,5;2;2,6;7;yes
TX;150;area_code_408;no;yes;24;212,4;157;36,1;168,7;91;14,3;199,4;112;9,0;9,7;1;2,6;2;no
IL;108;area_code_510;yes;no;0;137,3;68;23,3;143,8;94;12,2;238,7;101;10,7;8,9;1;2,4;1;yes
RI;129;area_code_510;no;yes;10;161,4;91;27,4;183,1;102;15,6;240,3;65;10,8;12,9;3;3,5;1;no
WA;73;area_code_510;yes;no;0;202,9;108;34,5;285,9;121;24,3;219,0;102;9,9;12,8;5;3,5;1;no
DE;90;area_code_415;no;no;0;272,2;75;46,3;122,9;96;10,5;252,6;100;11,4;9,2;2;2,5;0;no
NV;105;area_code_408;no;no;0;98,2;103;16,7;140,3;91;11,9;140,2;106;6,3;13,9;1;3,8;1;no
MO;115;area_code_408;no;no;0;80,8;81;13,7;195,7;91;16,6;190,1;66;8,6;11,7;6;3,2;1;no
OH;82;area_code_415;no;no;0;207,2;114;35,2;163,7;97;13,9;192,8;79;8,7;9,3;4;2,5;7;no
ME;77;area_code_415;no;no;0;208,8;117;35,5;175,4;81;14,9;171,5;105;7,7;13,4;3;3,6;0;no
NH;201;area_code_510;no;no;0;159,9;61;27,2;237,3;124;20,2;290,2;99;13,1;13,4;4;3,6;3;no
NC;139;area_code_415;yes;no;0;185,1;101;31,5;266,7;75;22,7;207,9;95;9,4;9,0;3;2,4;3;no
KY;94;area_code_408;no;no;0;139,1;93;23,7;237,9;100;20,2;227,1;59;10,2;11,4;3;3,1;1;no
UT;95;area_code_415;no;no;0;155,5;99;26,4;167,0;75;14,2;190,7;125;8,6;13,2;4;3,6;1;no
NV;138;area_code_408;no;no;0;180,5;82;30,7;242,4;103;20,6;244,4;89;11,0;10,3;7;2,8;2;no
VT;105;area_code_415;no;no;0;204,6;111;34,8;134,4;109;11,4;260,8;69;11,7;5,7;7;1,5;1;no
ME;81;area_code_415;yes;no;0;220,4;76;37,5;276,4;122;23,5;239,5;112;10,8;11,4;5;3,1;1;yes
ME;127;area_code_510;no;no;0;223,2;137;37,9;144,7;119;12,3;96,0;109;4,3;8,6;4;2,3;2;no
PA;84;area_code_415;no;no;0;109,1;114;18,6;231,4;113;19,7;274,0;112;12,3;9,6;4;2,6;0;no
MI;47;area_code_510;no;yes;30;136,5;101;23,2;174,9;74;14,9;146,4;91;6,6;10,9;3;2,9;2;no
MN;128;area_code_510;yes;no;0;192,8;96;32,8;136,6;86;11,6;151,8;75;6,8;13,5;4;3,7;1;yes
KY;76;area_code_510;no;no;0;293,8;94;50,0;169,6;62;14,4;160,4;103;7,2;13,7;9;3,7;0;yes
KY;167;area_code_408;no;no;0;130,5;66;22,2;80,9;102;6,9;221,6;116;10,0;11,2;5;3,0;1;no
PA;104;area_code_415;no;no;0;186,8;102;31,8;176,3;114;15,0;222,2;84;10,0;13,0;3;3,5;0;no
VA;136;area_code_415;no;no;0;110,2;92;18,7;219,4;109;18,7;188,1;67;8,5;12,3;4;3,3;2;no
UT;83;area_code_510;no;yes;33;228,2;85;38,8;249,2;114;21,2;93,5;89;4,2;10,2;7;2,8;0;no
DC;78;area_code_415;yes;no;0;176,6;107;30,0;179,4;98;15,3;178,2;80;8,0;16,6;5;4,5;2;yes
MA;135;area_code_415;no;yes;45;241,4;102;41,0;206,4;78;17,5;196,6;104;8,9;9,4;6;2,5;0;no
LA;79;area_code_408;no;no;0;174,8;88;29,7;197,0;94;16,8;87,0;103;3,9;8,6;6;2,3;3;no
VA;133;area_code_415;no;no;0;171,8;64;29,2;177,1;83;15,1;223,0;96;10,0;10,3;4;2,8;1;no
MI;76;area_code_415;no;yes;37;190,8;58;32,4;221,9;101;18,9;211,2;104;9,5;12,3;4;3,3;1;no
MI;216;area_code_408;no;no;0;212,3;106;36,1;191,1;71;16,2;224,9;79;10,1;9,4;8;2,5;3;no
CT;73;area_code_510;no;no;0;159,0;123;27,0;233,3;95;19,8;178,9;155;8,1;15,2;3;4,1;2;no
NH;183;area_code_408;no;yes;38;178,4;103;30,3;184,4;79;15,7;203,3;94;9,2;7,2;3;1,9;3;no
AL;106;area_code_415;no;no;0;222,1;123;37,8;276,8;92;23,5;213,5;99;9,6;9,0;3;2,4;0;no
RI;90;area_code_510;no;no;0;190,0;98;32,3;196,1;111;16,7;216,4;58;9,7;8,0;6;2,2;2;no
NY;112;area_code_415;no;yes;17;120,0;94;20,4;79,5;104;6,8;214,0;94;9,6;8,7;1;2,4;1;no
OH;92;area_code_415;no;no;0;145,9;90;24,8;148,1;105;12,6;241,3;93;10,9;8,4;1;2,3;2;no
WV;35;area_code_408;no;no;0;179,8;82;30,6;176,1;78;15,0;132,6;85;6,0;12,0;5;3,2;1;no
OK;28;area_code_408;no;no;0;225,7;70;38,4;206,9;90;17,6;167,9;88;7,6;13,8;3;3,7;1;no
WI;93;area_code_415;no;no;0;199,7;109;34,0;114,2;68;9,7;241,0;109;10,9;7,1;2;1,9;0;no
OH;26;area_code_510;no;no;0;150,0;63;25,5;225,0;90;19,1;202,3;99;9,1;9,2;5;2,5;3;no
OK;33;area_code_415;yes;no;0;247,1;114;42,0;146,5;110;12,5;208,9;94;9,4;10,6;2;2,9;4;yes
PA;120;area_code_408;no;no;0;215,7;75;36,7;244,4;105;20,8;211,2;91;9,5;11,4;5;3,1;2;no
KS;124;area_code_415;no;no;0;94,8;102;16,1;238,9;91;20,3;279,4;94;12,6;11,6;3;3,1;2;no
SD;56;area_code_415;no;no;0;79,3;115;13,5;159,0;64;13,5;245,7;99;11,1;10,1;4;2,7;1;no
UT;39;area_code_408;no;no;0;157,2;81;26,7;247,7;131;21,1;215,7;141;9,7;9,9;9;2,7;1;no
IN;158;area_code_408;no;no;0;119,8;123;20,4;262,2;122;22,3;219,8;111;9,9;12,4;5;3,4;1;no
IA;52;area_code_510;no;yes;24;229,1;86;39,0;168,7;124;14,3;245,4;75;11,0;14,6;2;3,9;1;no
WA;112;area_code_408;no;no;0;135,1;112;23,0;226,3;85;19,2;115,2;108;5,2;11,1;6;3,0;1;no
